respondent,period,demand,lag_1h,lag_24h,lag_168h,hour_of_day,day_of_week,is_weekend
ERCO,2026-05-31 07:00:00,54926.0,57501.0,55281.0,47077.0,7.0,0.0,1
ERCO,2026-05-31 08:00:00,52769.0,54926.0,53105.0,45719.0,8.0,0.0,1
ERCO,2026-05-31 09:00:00,51252.0,52769.0,51461.0,44822.0,9.0,0.0,1
ERCO,2026-05-31 10:00:00,50229.0,51252.0,50489.0,44207.0,10.0,0.0,1
ERCO,2026-05-31 11:00:00,49765.0,50229.0,50155.0,43875.0,11.0,0.0,1
ERCO,2026-05-31 12:00:00,49255.0,49765.0,49998.0,43792.0,12.0,0.0,1
ERCO,2026-05-31 13:00:00,50453.0,49255.0,51035.0,44685.0,13.0,0.0,1
ERCO,2026-05-31 14:00:00,53836.0,50453.0,53817.0,47227.0,14.0,0.0,1
ERCO,2026-05-31 15:00:00,57641.0,53836.0,57141.0,50399.0,15.0,0.0,1
ERCO,2026-05-31 16:00:00,61337.0,57641.0,60792.0,53566.0,16.0,0.0,1
ERCO,2026-05-31 17:00:00,64976.0,61337.0,64253.0,57078.0,17.0,0.0,1
ERCO,2026-05-31 18:00:00,68310.0,64976.0,67364.0,60456.0,18.0,0.0,1
ERCO,2026-05-31 19:00:00,71324.0,68310.0,70043.0,63401.0,19.0,0.0,1
ERCO,2026-05-31 20:00:00,73639.0,71324.0,72308.0,65728.0,20.0,0.0,1
ERCO,2026-05-31 21:00:00,75340.0,73639.0,74034.0,67490.0,21.0,0.0,1
ERCO,2026-05-31 22:00:00,76425.0,75340.0,74905.0,67749.0,22.0,0.0,1
ERCO,2026-05-31 23:00:00,76828.0,76425.0,74509.0,66716.0,23.0,0.0,1
ERCO,2026-06-01 00:00:00,76121.0,76828.0,73176.0,65024.0,0.0,1.0,0
ERCO,2026-06-01 01:00:00,73963.0,76121.0,70893.0,62847.0,1.0,1.0,0
ERCO,2026-06-01 02:00:00,71190.0,73963.0,68390.0,60879.0,2.0,1.0,0
ERCO,2026-06-01 03:00:00,68743.0,71190.0,66509.0,59174.0,3.0,1.0,0
ERCO,2026-06-01 04:00:00,64982.0,68743.0,63797.0,56549.0,4.0,1.0,0
ERCO,2026-06-01 05:00:00,61104.0,64982.0,60670.0,53519.0,5.0,1.0,0
ERCO,2026-06-01 06:00:00,57243.0,61104.0,57501.0,50691.0,6.0,1.0,0
ERCO,2026-06-01 07:00:00,54644.0,57243.0,54926.0,48428.0,7.0,1.0,0
ERCO,2026-06-01 08:00:00,52548.0,54644.0,52769.0,46806.0,8.0,1.0,0
ERCO,2026-06-01 09:00:00,51357.0,52548.0,51252.0,45713.0,9.0,1.0,0
ERCO,2026-06-01 10:00:00,51167.0,51357.0,50229.0,45454.0,10.0,1.0,0
ERCO,2026-06-01 11:00:00,52339.0,51167.0,49765.0,45763.0,11.0,1.0,0
ERCO,2026-06-01 12:00:00,53335.0,52339.0,49255.0,45903.0,12.0,1.0,0
ERCO,2026-06-01 13:00:00,55072.0,53335.0,50453.0,46593.0,13.0,1.0,0
ERCO,2026-06-01 14:00:00,58326.0,55072.0,53836.0,49292.0,14.0,1.0,0
ERCO,2026-06-01 15:00:00,61830.0,58326.0,57641.0,52664.0,15.0,1.0,0
ERCO,2026-06-01 16:00:00,65641.0,61830.0,61337.0,56623.0,16.0,1.0,0
ERCO,2026-06-01 17:00:00,69381.0,65641.0,64976.0,60484.0,17.0,1.0,0
ERCO,2026-06-01 18:00:00,72596.0,69381.0,68310.0,63886.0,18.0,1.0,0
ERCO,2026-06-01 19:00:00,75599.0,72596.0,71324.0,66730.0,19.0,1.0,0
ERCO,2026-06-01 20:00:00,77587.0,75599.0,73639.0,68780.0,20.0,1.0,0
ERCO,2026-06-01 21:00:00,78193.0,77587.0,75340.0,69679.0,21.0,1.0,0
ERCO,2026-06-01 22:00:00,78356.0,78193.0,76425.0,69642.0,22.0,1.0,0
ERCO,2026-06-01 23:00:00,78113.0,78356.0,76828.0,69147.0,23.0,1.0,0
ERCO,2026-06-02 00:00:00,77912.0,78113.0,76121.0,67443.0,0.0,2.0,0
ERCO,2026-06-02 01:00:00,76799.0,77912.0,73963.0,65160.0,1.0,2.0,0
ERCO,2026-06-02 02:00:00,74520.0,76799.0,71190.0,63418.0,2.0,2.0,0
ERCO,2026-06-02 03:00:00,72334.0,74520.0,68743.0,61345.0,3.0,2.0,0
ERCO,2026-06-02 04:00:00,68349.0,72334.0,64982.0,57844.0,4.0,2.0,0
ERCO,2026-06-02 05:00:00,63785.0,68349.0,61104.0,54247.0,5.0,2.0,0
ERCO,2026-06-02 06:00:00,59836.0,63785.0,57243.0,51227.0,6.0,2.0,0
ERCO,2026-06-02 07:00:00,56930.0,59836.0,54644.0,48948.0,7.0,2.0,0
ERCO,2026-06-02 08:00:00,54706.0,56930.0,52548.0,47250.0,8.0,2.0,0
ERCO,2026-06-02 09:00:00,53395.0,54706.0,51357.0,46321.0,9.0,2.0,0
ERCO,2026-06-02 10:00:00,52919.0,53395.0,51167.0,46398.0,10.0,2.0,0
ERCO,2026-06-02 11:00:00,53596.0,52919.0,52339.0,47587.0,11.0,2.0,0
ERCO,2026-06-02 12:00:00,54628.0,53596.0,53335.0,49146.0,12.0,2.0,0
ERCO,2026-06-02 13:00:00,56299.0,54628.0,55072.0,50800.0,13.0,2.0,0
ERCO,2026-06-02 14:00:00,59211.0,56299.0,58326.0,52800.0,14.0,2.0,0
ERCO,2026-06-02 15:00:00,62616.0,59211.0,61830.0,55154.0,15.0,2.0,0
ERCO,2026-06-02 16:00:00,66352.0,62616.0,65641.0,57643.0,16.0,2.0,0
ERCO,2026-06-02 17:00:00,70488.0,66352.0,69381.0,61009.0,17.0,2.0,0
ERCO,2026-06-02 18:00:00,74043.0,70488.0,72596.0,64173.0,18.0,2.0,0
ERCO,2026-06-02 19:00:00,76804.0,74043.0,75599.0,66661.0,19.0,2.0,0
ERCO,2026-06-02 20:00:00,77831.0,76804.0,77587.0,68515.0,20.0,2.0,0
ERCO,2026-06-02 21:00:00,77733.0,77831.0,78193.0,69079.0,21.0,2.0,0
ERCO,2026-06-02 22:00:00,76779.0,77733.0,78356.0,70031.0,22.0,2.0,0
ERCO,2026-06-02 23:00:00,74856.0,76779.0,78113.0,70269.0,23.0,2.0,0
ERCO,2026-06-03 00:00:00,72107.0,74856.0,77912.0,68708.0,0.0,3.0,0
ERCO,2026-06-03 01:00:00,69489.0,72107.0,76799.0,65912.0,1.0,3.0,0
ERCO,2026-06-03 02:00:00,66958.0,69489.0,74520.0,63208.0,2.0,3.0,0
ERCO,2026-06-03 03:00:00,64587.0,66958.0,72334.0,60630.0,3.0,3.0,0
ERCO,2026-06-03 04:00:00,60812.0,64587.0,68349.0,56902.0,4.0,3.0,0
ERCO,2026-06-03 05:00:00,56962.0,60812.0,63785.0,53834.0,5.0,3.0,0
ERCO,2026-06-03 06:00:00,53571.0,56962.0,59836.0,51151.0,6.0,3.0,0
ERCO,2026-06-03 07:00:00,50950.0,53571.0,56930.0,49012.0,7.0,3.0,0
ERCO,2026-06-03 08:00:00,48981.0,50950.0,54706.0,47614.0,8.0,3.0,0
ERCO,2026-06-03 09:00:00,47947.0,48981.0,53395.0,46005.0,9.0,3.0,0
ERCO,2026-06-03 10:00:00,47840.0,47947.0,52919.0,45583.0,10.0,3.0,0
ERCO,2026-06-03 11:00:00,48999.0,47840.0,53596.0,46334.0,11.0,3.0,0
ERCO,2026-06-03 12:00:00,50572.0,48999.0,54628.0,47837.0,12.0,3.0,0
ERCO,2026-06-03 13:00:00,51838.0,50572.0,56299.0,49084.0,13.0,3.0,0
ERCO,2026-06-03 14:00:00,54251.0,51838.0,59211.0,50475.0,14.0,3.0,0
ERCO,2026-06-03 15:00:00,56880.0,54251.0,62616.0,51764.0,15.0,3.0,0
ERCO,2026-06-03 16:00:00,60272.0,56880.0,66352.0,53214.0,16.0,3.0,0
ERCO,2026-06-03 17:00:00,63753.0,60272.0,70488.0,54258.0,17.0,3.0,0
ERCO,2026-06-03 18:00:00,66715.0,63753.0,74043.0,55278.0,18.0,3.0,0
ERCO,2026-06-03 19:00:00,68550.0,66715.0,76804.0,56359.0,19.0,3.0,0
ERCO,2026-06-03 20:00:00,69756.0,68550.0,77831.0,57683.0,20.0,3.0,0
ERCO,2026-06-03 21:00:00,70451.0,69756.0,77733.0,59376.0,21.0,3.0,0
ERCO,2026-06-03 22:00:00,71034.0,70451.0,76779.0,60840.0,22.0,3.0,0
ERCO,2026-06-03 23:00:00,70700.0,71034.0,74856.0,61659.0,23.0,3.0,0
ERCO,2026-06-04 00:00:00,69940.0,70700.0,72107.0,61474.0,0.0,4.0,0
ERCO,2026-06-04 01:00:00,67747.0,69940.0,69489.0,60340.0,1.0,4.0,0
ERCO,2026-06-04 02:00:00,65597.0,67747.0,66958.0,59182.0,2.0,4.0,0
ERCO,2026-06-04 03:00:00,63757.0,65597.0,64587.0,58450.0,3.0,4.0,0
ERCO,2026-06-04 04:00:00,60671.0,63757.0,60812.0,55502.0,4.0,4.0,0
ERCO,2026-06-04 05:00:00,57451.0,60671.0,56962.0,52222.0,5.0,4.0,0
ERCO,2026-06-04 06:00:00,54401.0,57451.0,53571.0,49521.0,6.0,4.0,0
ERCO,2026-06-04 07:00:00,51786.0,54401.0,50950.0,47594.0,7.0,4.0,0
ERCO,2026-06-04 08:00:00,50169.0,51786.0,48981.0,46171.0,8.0,4.0,0
ERCO,2026-06-04 09:00:00,49334.0,50169.0,47947.0,45321.0,9.0,4.0,0
ERCO,2026-06-04 10:00:00,49093.0,49334.0,47840.0,45113.0,10.0,4.0,0
ERCO,2026-06-04 11:00:00,50100.0,49093.0,48999.0,46253.0,11.0,4.0,0
ERCO,2026-06-04 12:00:00,51489.0,50100.0,50572.0,47820.0,12.0,4.0,0
ERCO,2026-06-04 13:00:00,52691.0,51489.0,51838.0,49153.0,13.0,4.0,0
ERCO,2026-06-04 14:00:00,54890.0,52691.0,54251.0,51288.0,14.0,4.0,0
ERCO,2026-06-04 15:00:00,57220.0,54890.0,56880.0,53734.0,15.0,4.0,0
ERCO,2026-06-04 16:00:00,60003.0,57220.0,60272.0,56549.0,16.0,4.0,0
ERCO,2026-06-04 17:00:00,62646.0,60003.0,63753.0,59726.0,17.0,4.0,0
ERCO,2026-06-04 18:00:00,65370.0,62646.0,66715.0,63120.0,18.0,4.0,0
ERCO,2026-06-04 19:00:00,68002.0,65370.0,68550.0,66213.0,19.0,4.0,0
ERCO,2026-06-04 20:00:00,69839.0,68002.0,69756.0,68908.0,20.0,4.0,0
ERCO,2026-06-04 21:00:00,70916.0,69839.0,70451.0,71524.0,21.0,4.0,0
ERCO,2026-06-04 22:00:00,72049.0,70916.0,71034.0,73047.0,22.0,4.0,0
ERCO,2026-06-04 23:00:00,71990.0,72049.0,70700.0,73401.0,23.0,4.0,0
ERCO,2026-06-05 00:00:00,70649.0,71990.0,69940.0,71644.0,0.0,5.0,0
ERCO,2026-06-05 01:00:00,68649.0,70649.0,67747.0,69238.0,1.0,5.0,0
ERCO,2026-06-05 02:00:00,66636.0,68649.0,65597.0,66807.0,2.0,5.0,0
ERCO,2026-06-05 03:00:00,64476.0,66636.0,63757.0,65096.0,3.0,5.0,0
ERCO,2026-06-05 04:00:00,61878.0,64476.0,60671.0,61884.0,4.0,5.0,0
ERCO,2026-06-05 05:00:00,58437.0,61878.0,57451.0,58117.0,5.0,5.0,0
ERCO,2026-06-05 06:00:00,55581.0,58437.0,54401.0,54585.0,6.0,5.0,0
ERCO,2026-06-05 07:00:00,53266.0,55581.0,51786.0,51916.0,7.0,5.0,0
ERCO,2026-06-05 08:00:00,51893.0,53266.0,50169.0,50180.0,8.0,5.0,0
ERCO,2026-06-05 09:00:00,50673.0,51893.0,49334.0,49042.0,9.0,5.0,0
ERCO,2026-06-05 10:00:00,50749.0,50673.0,49093.0,48821.0,10.0,5.0,0
ERCO,2026-06-05 11:00:00,51581.0,50749.0,50100.0,49688.0,11.0,5.0,0
ERCO,2026-06-05 12:00:00,52606.0,51581.0,51489.0,50674.0,12.0,5.0,0
ERCO,2026-06-05 13:00:00,53642.0,52606.0,52691.0,52441.0,13.0,5.0,0
ERCO,2026-06-05 14:00:00,55312.0,53642.0,54890.0,55248.0,14.0,5.0,0
ERCO,2026-06-05 15:00:00,57462.0,55312.0,57220.0,58480.0,15.0,5.0,0
ERCO,2026-06-05 16:00:00,60178.0,57462.0,60003.0,62116.0,16.0,5.0,0
ERCO,2026-06-05 17:00:00,62649.0,60178.0,62646.0,65915.0,17.0,5.0,0
ERCO,2026-06-05 18:00:00,64104.0,62649.0,65370.0,69416.0,18.0,5.0,0
ERCO,2026-06-05 19:00:00,65951.0,64104.0,68002.0,72824.0,19.0,5.0,0
ERCO,2026-06-05 20:00:00,67008.0,65951.0,69839.0,75351.0,20.0,5.0,0
ERCO,2026-06-05 21:00:00,67161.0,67008.0,70916.0,76980.0,21.0,5.0,0
ERCO,2026-06-05 22:00:00,66908.0,67161.0,72049.0,77635.0,22.0,5.0,0
ERCO,2026-06-05 23:00:00,66123.0,66908.0,71990.0,77793.0,23.0,5.0,0
ERCO,2026-06-06 00:00:00,64805.0,66123.0,70649.0,76278.0,0.0,6.0,1
ERCO,2026-06-06 01:00:00,63065.0,64805.0,68649.0,73827.0,1.0,6.0,1
ERCO,2026-06-06 02:00:00,61887.0,63065.0,66636.0,70810.0,2.0,6.0,1
ERCO,2026-06-06 03:00:00,61135.0,61887.0,64476.0,68450.0,3.0,6.0,1
ERCO,2026-06-06 04:00:00,58937.0,61135.0,61878.0,65281.0,4.0,6.0,1
ERCO,2026-06-06 05:00:00,56375.0,58937.0,58437.0,61634.0,5.0,6.0,1
ERCO,2026-06-06 06:00:00,53378.0,56375.0,55581.0,58132.0,6.0,6.0,1
ERCO,2026-06-06 07:00:00,51319.0,53378.0,53266.0,55281.0,7.0,6.0,1
ERCO,2026-06-06 08:00:00,50105.0,51319.0,51893.0,53105.0,8.0,6.0,1
ERCO,2026-06-06 09:00:00,49230.0,50105.0,50673.0,51461.0,9.0,6.0,1
ERCO,2026-06-06 10:00:00,48758.0,49230.0,50749.0,50489.0,10.0,6.0,1
ERCO,2026-06-06 11:00:00,48825.0,48758.0,51581.0,50155.0,11.0,6.0,1
ERCO,2026-06-06 12:00:00,49192.0,48825.0,52606.0,49998.0,12.0,6.0,1
ERCO,2026-06-06 13:00:00,49789.0,49192.0,53642.0,51035.0,13.0,6.0,1
ERCO,2026-06-06 14:00:00,52108.0,49789.0,55312.0,53817.0,14.0,6.0,1
ERCO,2026-06-06 15:00:00,55025.0,52108.0,57462.0,57141.0,15.0,6.0,1
ERCO,2026-06-06 16:00:00,58269.0,55025.0,60178.0,60792.0,16.0,6.0,1
ERCO,2026-06-06 17:00:00,61455.0,58269.0,62649.0,64253.0,17.0,6.0,1
ERCO,2026-06-06 18:00:00,64322.0,61455.0,64104.0,67364.0,18.0,6.0,1
ERCO,2026-06-06 19:00:00,66675.0,64322.0,65951.0,70043.0,19.0,6.0,1
ERCO,2026-06-06 20:00:00,68368.0,66675.0,67008.0,72308.0,20.0,6.0,1
ERCO,2026-06-06 21:00:00,70031.0,68368.0,67161.0,74034.0,21.0,6.0,1
ERCO,2026-06-06 22:00:00,71182.0,70031.0,66908.0,74905.0,22.0,6.0,1
ERCO,2026-06-06 23:00:00,71471.0,71182.0,66123.0,74509.0,23.0,6.0,1
ERCO,2026-06-07 00:00:00,69304.0,71471.0,64805.0,73176.0,0.0,0.0,1
ERCO,2026-06-07 01:00:00,66135.0,69304.0,63065.0,70893.0,1.0,0.0,1
ERCO,2026-06-07 02:00:00,63688.0,66135.0,61887.0,68390.0,2.0,0.0,1
ERCO,2026-06-07 03:00:00,61826.0,63688.0,61135.0,66509.0,3.0,0.0,1
ERCO,2026-06-07 04:00:00,59260.0,61826.0,58937.0,63797.0,4.0,0.0,1
ERCO,2026-06-07 05:00:00,57926.0,59260.0,56375.0,60670.0,5.0,0.0,1
ERCO,2026-06-07 06:00:00,55537.0,57926.0,53378.0,57501.0,6.0,0.0,1
ERCO,2026-06-07 07:00:00,53564.0,55537.0,51319.0,54926.0,7.0,0.0,1
ERCO,2026-06-07 08:00:00,52019.0,53564.0,50105.0,52769.0,8.0,0.0,1
ERCO,2026-06-07 09:00:00,51102.0,52019.0,49230.0,51252.0,9.0,0.0,1
ERCO,2026-06-07 10:00:00,50620.0,51102.0,48758.0,50229.0,10.0,0.0,1
ERCO,2026-06-07 11:00:00,50366.0,50620.0,48825.0,49765.0,11.0,0.0,1
ERCO,2026-06-07 12:00:00,50347.0,50366.0,49192.0,49255.0,12.0,0.0,1
ERCO,2026-06-07 13:00:00,50795.0,50347.0,49789.0,50453.0,13.0,0.0,1
ERCO,2026-06-07 14:00:00,53052.0,50795.0,52108.0,53836.0,14.0,0.0,1
ERCO,2026-06-07 15:00:00,56282.0,53052.0,55025.0,57641.0,15.0,0.0,1
ERCO,2026-06-07 16:00:00,59313.0,56282.0,58269.0,61337.0,16.0,0.0,1
ERCO,2026-06-07 17:00:00,61768.0,59313.0,61455.0,64976.0,17.0,0.0,1
ERCO,2026-06-07 18:00:00,63795.0,61768.0,64322.0,68310.0,18.0,0.0,1
ERCO,2026-06-07 19:00:00,65903.0,63795.0,66675.0,71324.0,19.0,0.0,1
ERCO,2026-06-07 20:00:00,68136.0,65903.0,68368.0,73639.0,20.0,0.0,1
ERCO,2026-06-07 21:00:00,70569.0,68136.0,70031.0,75340.0,21.0,0.0,1
ERCO,2026-06-07 22:00:00,72304.0,70569.0,71182.0,76425.0,22.0,0.0,1
ERCO,2026-06-07 23:00:00,73021.0,72304.0,71471.0,76828.0,23.0,0.0,1
ERCO,2026-06-08 00:00:00,72480.0,73021.0,69304.0,76121.0,0.0,1.0,0
ERCO,2026-06-08 01:00:00,71145.0,72480.0,66135.0,73963.0,1.0,1.0,0
ERCO,2026-06-08 02:00:00,69693.0,71145.0,63688.0,71190.0,2.0,1.0,0
ERCO,2026-06-08 03:00:00,68647.0,69693.0,61826.0,68743.0,3.0,1.0,0
ERCO,2026-06-08 04:00:00,65948.0,68647.0,59260.0,64982.0,4.0,1.0,0
ERCO,2026-06-08 05:00:00,62608.0,65948.0,57926.0,61104.0,5.0,1.0,0
ERCO,2026-06-08 06:00:00,59558.0,62608.0,55537.0,57243.0,6.0,1.0,0
ERCO,2026-06-08 07:00:00,57397.0,59558.0,53564.0,54644.0,7.0,1.0,0
ERCO,2026-06-08 08:00:00,55993.0,57397.0,52019.0,52548.0,8.0,1.0,0
ERCO,2026-06-08 09:00:00,55266.0,55993.0,51102.0,51357.0,9.0,1.0,0
ERCO,2026-06-08 10:00:00,55337.0,55266.0,50620.0,51167.0,10.0,1.0,0
ERCO,2026-06-08 11:00:00,56237.0,55337.0,50366.0,52339.0,11.0,1.0,0
ERCO,2026-06-08 12:00:00,57574.0,56237.0,50347.0,53335.0,12.0,1.0,0
ERCO,2026-06-08 13:00:00,58711.0,57574.0,50795.0,55072.0,13.0,1.0,0
ERCO,2026-06-08 14:00:00,60731.0,58711.0,53052.0,58326.0,14.0,1.0,0
ERCO,2026-06-08 15:00:00,63282.0,60731.0,56282.0,61830.0,15.0,1.0,0
ERCO,2026-06-08 16:00:00,66284.0,63282.0,59313.0,65641.0,16.0,1.0,0
ERCO,2026-06-08 17:00:00,69622.0,66284.0,61768.0,69381.0,17.0,1.0,0
ERCO,2026-06-08 18:00:00,72823.0,69622.0,63795.0,72596.0,18.0,1.0,0
ERCO,2026-06-08 19:00:00,75374.0,72823.0,65903.0,75599.0,19.0,1.0,0
ERCO,2026-06-08 20:00:00,76642.0,75374.0,68136.0,77587.0,20.0,1.0,0
ERCO,2026-06-08 21:00:00,77430.0,76642.0,70569.0,78193.0,21.0,1.0,0
ERCO,2026-06-08 22:00:00,77578.0,77430.0,72304.0,78356.0,22.0,1.0,0
ERCO,2026-06-08 23:00:00,77415.0,77578.0,73021.0,78113.0,23.0,1.0,0
ERCO,2026-06-09 00:00:00,76588.0,77415.0,72480.0,77912.0,0.0,2.0,0
ERCO,2026-06-09 01:00:00,74846.0,76588.0,71145.0,76799.0,1.0,2.0,0
ERCO,2026-06-09 02:00:00,72324.0,74846.0,69693.0,74520.0,2.0,2.0,0
ERCO,2026-06-09 03:00:00,70510.0,72324.0,68647.0,72334.0,3.0,2.0,0
ERCO,2026-06-09 04:00:00,66876.0,70510.0,65948.0,68349.0,4.0,2.0,0
ERCO,2026-06-09 05:00:00,63275.0,66876.0,62608.0,63785.0,5.0,2.0,0
ERCO,2026-06-09 06:00:00,59755.0,63275.0,59558.0,59836.0,6.0,2.0,0
ERCO,2026-06-09 07:00:00,57253.0,59755.0,57397.0,56930.0,7.0,2.0,0
ERCO,2026-06-09 08:00:00,55305.0,57253.0,55993.0,54706.0,8.0,2.0,0
ERCO,2026-06-09 09:00:00,54188.0,55305.0,55266.0,53395.0,9.0,2.0,0
ERCO,2026-06-09 10:00:00,54030.0,54188.0,55337.0,52919.0,10.0,2.0,0
ERCO,2026-06-09 11:00:00,54673.0,54030.0,56237.0,53596.0,11.0,2.0,0
ERCO,2026-06-09 12:00:00,55767.0,54673.0,57574.0,54628.0,12.0,2.0,0
ERCO,2026-06-09 13:00:00,56852.0,55767.0,58711.0,56299.0,13.0,2.0,0
ERCO,2026-06-09 14:00:00,59507.0,56852.0,60731.0,59211.0,14.0,2.0,0
ERCO,2026-06-09 15:00:00,62652.0,59507.0,63282.0,62616.0,15.0,2.0,0
ERCO,2026-06-09 16:00:00,65998.0,62652.0,66284.0,66352.0,16.0,2.0,0
ERCO,2026-06-09 17:00:00,69342.0,65998.0,69622.0,70488.0,17.0,2.0,0
ERCO,2026-06-09 18:00:00,72553.0,69342.0,72823.0,74043.0,18.0,2.0,0
ERCO,2026-06-09 19:00:00,75599.0,72553.0,75374.0,76804.0,19.0,2.0,0
ERCO,2026-06-09 20:00:00,77487.0,75599.0,76642.0,77831.0,20.0,2.0,0
ERCO,2026-06-09 21:00:00,78040.0,77487.0,77430.0,77733.0,21.0,2.0,0
ERCO,2026-06-09 22:00:00,78015.0,78040.0,77578.0,76779.0,22.0,2.0,0
ERCO,2026-06-09 23:00:00,77852.0,78015.0,77415.0,74856.0,23.0,2.0,0
ERCO,2026-06-10 00:00:00,77575.0,77852.0,76588.0,72107.0,0.0,3.0,0
ERCO,2026-06-10 01:00:00,76783.0,77575.0,74846.0,69489.0,1.0,3.0,0
ERCO,2026-06-10 02:00:00,74732.0,76783.0,72324.0,66958.0,2.0,3.0,0
ERCO,2026-06-10 03:00:00,72465.0,74732.0,70510.0,64587.0,3.0,3.0,0
ERCO,2026-06-10 04:00:00,68791.0,72465.0,66876.0,60812.0,4.0,3.0,0
ERCO,2026-06-10 05:00:00,64731.0,68791.0,63275.0,56962.0,5.0,3.0,0
ERCO,2026-06-10 06:00:00,61078.0,64731.0,59755.0,53571.0,6.0,3.0,0
ERCO,2026-06-10 07:00:00,58336.0,61078.0,57253.0,50950.0,7.0,3.0,0
ERCO,2026-06-10 08:00:00,56565.0,58336.0,55305.0,48981.0,8.0,3.0,0
ERCO,2026-06-10 09:00:00,55830.0,56565.0,54188.0,47947.0,9.0,3.0,0
ERCO,2026-06-10 10:00:00,55743.0,55830.0,54030.0,47840.0,10.0,3.0,0
ERCO,2026-06-10 11:00:00,56346.0,55743.0,54673.0,48999.0,11.0,3.0,0
ERCO,2026-06-10 12:00:00,57360.0,56346.0,55767.0,50572.0,12.0,3.0,0
ERCO,2026-06-10 13:00:00,58288.0,57360.0,56852.0,51838.0,13.0,3.0,0
ERCO,2026-06-10 14:00:00,60589.0,58288.0,59507.0,54251.0,14.0,3.0,0
